id	TCGA-BD-A3EP-11A	TCGA-G3-A3CH-11A	TCGA-BC-A10X-11A	TCGA-DD-A1EH-11A	TCGA-DD-A11A-11A	TCGA-DD-A3A6-11A	TCGA-DD-A1EB-11A	TCGA-BC-A110-11A	TCGA-BC-A216-11A	TCGA-FV-A3R2-11A	TCGA-DD-A3A4-11A	TCGA-BC-A10Y-11A	TCGA-BC-A10W-11A	TCGA-DD-A119-11A	TCGA-DD-A1EC-11A	TCGA-DD-A1EJ-11A	TCGA-BC-A10R-11A	TCGA-FV-A3I1-11A	TCGA-BC-A10Q-11A	TCGA-FV-A23B-11A	TCGA-BC-A10Z-11A	TCGA-DD-A1EG-11A	TCGA-DD-A11D-11A	TCGA-BC-A10T-11A	TCGA-ES-A2HT-11A	TCGA-EP-A3RK-11A	TCGA-FV-A2QR-11A	TCGA-DD-A11C-11A	TCGA-DD-A39W-11A	TCGA-DD-A3A1-11A	TCGA-DD-A113-11A	TCGA-DD-A39X-11A	TCGA-DD-A3A5-11A	TCGA-DD-A3A2-11A	TCGA-EP-A12J-11A	TCGA-BC-A10U-11A	TCGA-DD-A118-11A	TCGA-DD-A1EL-11A	TCGA-DD-A3A3-11A	TCGA-DD-A116-11A	TCGA-DD-A1EI-11A	TCGA-BD-A2L6-11A	TCGA-FV-A3I0-11A	TCGA-DD-A1EE-11A	TCGA-DD-A3A8-11A	TCGA-DD-A11B-11A	TCGA-DD-A114-11A	TCGA-DD-A39Z-11A	TCGA-EP-A26S-11A	TCGA-DD-A39V-11A
CXCL12	8.116794	7.405697	7.413274	7.242781	7.817105	5.937207	7.697277	6.87082	7.801769	7.318347	9.12715	7.897021	6.636012	7.673591	8.014752	8.102126	7.463391	7.802127	7.378529	8.729097	7.481136	7.208204	7.63956	7.563446	7.86117	7.614433	9.001131	7.838321	7.05243	7.462651	6.941607	7.244515	6.516548	7.597079	7.968991	7.316937	7.264359	8.01734	8.164115	7.628812	7.60059	8.432582	6.88212	7.78254	6.996447	7.430305	8.166829	6.759158	6.699333	7.427738
BCL9	2.299126	2.189961	2.27418	2.25532	2.227887	1.982743	2.330667	2.100149	2.130236	2.378661	2.681524	2.519356	2.098871	2.384042	2.515278	2.394369	2.082485	2.463975	2.114996	2.623197	2.388595	2.106877	2.348926	2.330139	2.526764	2.330791	2.674085	2.494622	2.148899	2.10995	2.303896	2.271686	2.135172	2.361849	2.556599	2.106785	2.106161	2.284245	2.125034	2.326379	2.371947	2.435896	2.081744	2.484202	2.276339	2.322952	2.515855	2.299161	2.271549	2.106986
UTP6	4.228735	4.123066	4.314701	4.316339	4.612187	3.81291	4.452868	4.464835	4.269265	4.66384	5.02852	4.538554	4.484185	4.244616	4.29124	4.640638	4.080836	4.234245	4.267175	4.602877	4.830331	4.352245	4.471325	4.313337	4.979179	4.07732	4.823768	4.086605	4.164171	4.093018	4.116143	4.232406	4.300817	4.320276	4.553665	4.325294	4.265014	4.486297	4.445998	4.188008	4.261433	4.799821	4.137627	4.350527	4.068029	4.101542	4.633478	4.214026	4.164536	4.21116
STYXL1	3.755886	4.065925	4.463917	4.585814	4.311249	5.015147	4.288795	4.019356	4.396279	4.749028	4.704003	4.7063	4.546556	4.471359	4.088815	4.272753	4.216705	4.223716	4.033708	4.240575	4.608376	3.917088	4.486372	4.488616	4.671343	4.00624	4.637538	4.436467	4.645033	5.098116	4.165669	4.255893	4.458001	4.28146	4.084311	4.462116	4.258441	4.32135	4.431875	3.814569	4.236081	4.554128	4.065082	4.347752	4.91137	4.063537	4.369737	4.526608	4.198999	4.577611
C1QL1	1.744195	1.8419	2.028608	1.82022	1.70747	1.830381	1.77425	1.965434	1.751887	2.051541	2.042516	1.834308	1.845895	1.841617	1.748274	1.777006	1.869959	1.708636	1.821061	2.018292	1.890692	2.061353	1.999229	2.069206	2.189171	1.8248	2.465803	1.723456	1.744213	1.816715	1.999751	1.664098	1.781574	1.757035	2.13965	2.519568	1.746082	1.991357	1.787947	1.927423	1.936169	1.933838	1.971407	2.052581	1.894126	1.967861	2.173102	1.930716	1.760675	1.764533
PPP4C	5.610709	5.070145	5.286856	5.325574	4.863186	5.428964	5.264746	5.66999	4.797173	5.965477	6.246213	5.422618	5.696387	4.820318	4.77933	5.437664	5.365974	5.00181	5.584173	5.179964	6.220204	5.785001	5.478768	5.48866	5.749488	5.108193	5.705998	5.028315	4.903794	6.159407	5.339279	5.242585	5.347123	5.000244	5.584929	5.495806	5.477878	5.125199	5.425491	4.622192	5.120115	5.647241	5.317622	5.439838	5.333327	5.277372	5.481568	5.094012	5.133214	5.191966
CYP4F3	7.673076	7.852231	8.281171	7.756653	7.952416	7.409621	8.457644	7.951564	7.649736	7.979349	7.381051	8.246625	7.636953	8.082602	7.989369	7.707651	7.64125	8.42486	7.888149	8.049601	7.97383	7.710747	7.885193	7.550943	7.81547	7.996738	7.708192	8.128566	8.204608	7.318552	8.068738	8.290528	7.940287	7.988158	7.773451	7.917055	7.884818	8.052341	7.749134	8.125711	7.986064	7.647784	8.019839	8.07331	7.481047	8.166491	8.341491	7.908883	7.568977	8.12629
PFDN4	2.923181	2.977506	3.228966	3.228468	3.13939	3.137904	2.974537	2.898579	3.642279	3.444714	3.725063	3.126394	3.256635	2.942821	3.060044	3.531032	2.974419	3.056668	3.058765	3.498775	3.76608	3.337084	3.18442	2.961713	3.585853	2.870784	3.701571	2.843242	3.020506	3.996413	3.104438	3.280668	3.114739	3.477667	3.001486	3.110658	3.162111	3.556838	3.253986	3.110501	3.031801	3.554322	2.798354	2.965056	2.130046	2.766944	3.27426	3.013124	3.202588	3.140299
GRK6	3.447924	3.146028	2.472413	2.703758	2.939707	2.598499	3.057912	2.897795	2.741199	3.404845	3.52838	3.188097	2.815724	2.698498	2.903122	3.012876	3.022909	3.008413	2.741335	3.374559	2.989537	3.087207	2.83959	2.72868	3.304277	2.782978	3.32275	2.705502	2.870943	3.018795	2.845946	3.077959	2.89099	2.877365	3.027148	2.8806	2.881824	3.119931	3.079873	2.862451	2.724091	3.782998	2.775439	3.137164	3.030401	2.959968	3.2211	2.834438	2.979585	2.809662
IGBP1	4.250904	4.458218	4.590341	4.369458	4.031287	4.096098	4.588932	3.966504	4.346549	4.783762	5.075045	4.604402	4.279889	4.342295	4.524537	4.564459	4.280727	4.476482	4.379681	4.928622	4.656147	4.482391	4.552554	4.141255	4.927774	4.382603	5.030068	4.287566	4.397518	4.974721	3.937853	4.56918	4.26903	4.940364	4.649809	4.115373	4.48574	4.51817	4.769759	4.410939	4.241591	4.993115	4.129866	4.50636	4.405608	4.322027	4.760195	4.190669	4.526319	4.173979
TMEM70	4.395062	4.142875	4.556341	4.632202	4.122073	3.995705	4.509847	4.938777	4.115415	4.230148	4.960168	3.995765	4.700935	4.035525	3.767664	4.658811	4.325286	3.851736	4.580872	3.996699	4.760467	4.29058	4.368052	4.134417	4.466109	4.052327	4.46591	4.320314	4.077966	4.021584	3.996341	4.609738	4.265423	3.873325	4.249764	4.393237	4.415246	4.93833	4.718634	3.88173	4.04037	4.128972	4.398829	3.784408	4.628469	4.038474	4.254521	4.192996	4.121611	4.145678
TFPI2	4.399262	2.864874	2.921587	2.443404	2.930368	1.781597	3.129199	2.990003	3.012598	3.461716	2.515834	3.001821	2.882008	2.773591	2.618843	3.083645	3.100239	3.169773	2.677426	2.552802	3.531062	4.460621	3.202833	4.025674	2.56549	2.50634	3.793081	2.567693	2.431633	3.132732	2.761816	2.120117	2.683347	2.800281	2.537541	4.217256	2.422577	2.9903	3.83105	2.270479	2.835263	3.203855	3.104521	2.505644	2.808482	2.686031	3.651398	1.839332	3.051817	3.08097
RHOB	9.903949	9.401009	10.292161	9.929875	9.777032	9.883755	10.276409	10.314854	9.975838	9.820194	10.0105	10.402553	9.965165	9.980841	10.419078	10.782854	10.201121	8.784759	10.238219	9.930606	9.574332	9.732404	10.085082	8.989624	9.49437	9.553331	10.827461	9.433247	9.735483	9.809334	10.347022	9.475659	10.590947	8.545841	8.896442	10.06145	10.048494	10.000515	10.679868	8.318773	8.720326	10.34847	10.739634	8.972452	9.815787	9.217168	9.06256	9.719473	9.713369	9.514524
MARK4	3.53827	3.246819	3.377021	3.003077	3.438299	3.220737	3.585344	3.481044	3.198125	3.741783	4.360158	3.485477	3.507939	3.747996	3.407803	3.482058	3.373195	3.211041	3.444008	3.640073	3.380052	3.127807	3.612756	3.07075	3.791482	3.071956	3.923176	3.676012	3.261748	3.294928	3.553315	3.373687	3.659965	3.240831	3.553998	3.270427	3.356726	3.356263	3.72404	3.201942	3.421226	3.447916	3.35137	3.540372	4.203879	3.603901	3.559964	3.377061	3.458778	3.758292
PLOD3	4.8857	5.11654	4.528551	4.871727	4.845344	4.451431	5.176232	4.417098	4.652685	5.354366	5.849417	5.025979	5.054438	4.850962	4.876146	5.128822	4.711494	4.70703	4.738626	5.127484	5.232507	4.424338	5.18485	4.473244	5.897431	4.843887	5.839426	5.018102	5.093406	5.092122	4.6707	4.949772	4.671555	4.415964	5.389909	4.75239	4.281784	5.399288	4.995053	4.859728	5.035095	5.431644	4.606442	4.958091	5.52823	5.476049	5.375861	5.051167	4.721591	4.93512
LAGE3	3.595957	3.796357	3.348538	3.914195	3.457578	4.173797	3.591896	3.638177	3.501635	4.169672	4.411656	3.546004	4.242907	3.401284	3.314206	3.635312	3.338014	3.313264	3.630715	3.735088	3.877714	3.676589	3.692719	3.661625	3.832436	3.944234	3.912024	3.659651	3.928165	4.87796	3.694364	3.843963	3.901742	3.753154	3.92243	3.825491	3.692929	3.54082	3.894012	3.559354	3.730884	3.858349	3.556117	3.543461	4.095966	3.592297	3.870418	3.719634	3.795406	3.927121
USP39	3.422031	3.410036	3.476361	3.531432	3.428196	3.16921	3.413592	3.435655	3.402473	3.552079	3.987457	3.668666	3.329146	3.259351	3.455226	3.446886	3.427364	3.392077	3.368654	3.631783	3.525664	3.310749	3.684306	3.429389	3.779392	3.337303	3.710933	3.332429	3.304627	3.172879	3.390512	3.294777	3.284494	3.326876	3.721968	3.237511	3.482213	3.379002	3.545753	3.254031	3.401553	3.83098	3.21146	3.496884	3.39463	3.318757	3.639217	3.404019	3.333693	3.212235
C7orf43	3.52083	3.207565	3.071492	3.058355	3.79862	3.041016	3.254593	4.197536	3.185244	3.449377	3.703764	3.350876	3.828059	3.139314	3.176721	3.537692	3.681366	3.201601	3.348033	3.660227	3.976631	3.506732	3.650414	3.315333	4.13626	3.2389	4.022992	3.40081	2.951759	3.097633	3.805	2.945384	3.421336	3.234909	3.139245	3.819222	3.151899	3.441871	3.227642	3.180773	3.214423	4.039417	3.468627	3.286098	3.15634	3.204687	3.630809	3.248985	2.823613	3.26912
DKK4	1.833099	1.939267	1.985326	1.852326	1.849533	1.833099	1.833099	1.937005	1.96196	2.145519	1.875068	1.915047	2.190169	2.295032	1.833099	1.86244	2.101078	1.940843	2.04166	1.851559	1.833099	1.833099	1.899415	1.833099	2.11501	1.833099	1.833099	1.833099	1.918551	1.961671	1.833099	1.866338	1.922296	2.000858	2.01731	2.102176	2.087057	2.014002	1.914272	2.029264	2.096844	1.870886	2.252202	1.925344	1.903063	1.927901	2.09546	1.833099	1.929521	1.940189
RPS19	8.436679	8.664324	8.076504	8.693361	8.248991	9.057273	8.2404	8.555973	8.377618	9.073774	9.233176	8.566051	9.191425	7.949137	8.093474	8.673714	8.302789	8.283166	8.546227	8.966072	8.87245	8.905284	8.658567	8.562017	8.832422	8.49227	8.976116	8.493032	8.353549	9.69834	8.386389	8.442149	8.351357	8.657106	8.521791	8.612434	8.789925	8.678911	9.006828	8.770417	8.508704	9.241944	8.339661	8.554784	8.972538	8.580886	8.597959	8.451988	8.707504	8.65231
PCK1	10.411476	11.689077	11.464118	10.882369	10.008327	10.923838	10.59391	10.98893	11.845975	9.785297	9.422323	10.430218	11.400745	10.644984	10.850652	10.765044	11.244097	11.420906	11.120582	10.29367	10.533317	10.74187	11.635575	8.859713	9.31139	10.789429	10.630065	10.859048	11.359837	10.613892	11.282098	10.219228	11.39577	12.077987	11.000418	11.156934	10.226969	10.650806	9.680922	10.59164	11.398933	10.63677	11.183211	11.474278	10.513013	11.095321	11.114984	10.810965	10.476529	11.521987
EIF4ENIF1	3.2883	3.000914	2.999229	2.835812	3.165873	2.504973	3.079761	2.974055	2.688966	3.18415	3.337681	3.178661	2.843632	3.091662	3.085273	2.826841	3.106837	3.13048	2.950209	3.190917	3.279113	2.966321	2.924962	3.126594	3.202329	2.878405	3.301953	2.912671	2.854564	2.496108	2.939751	2.820585	2.763827	2.803236	3.228071	3.038706	2.860783	2.885681	2.951662	2.889704	2.875923	3.306855	2.959758	3.179669	2.848319	3.027603	3.154963	2.739626	2.852703	2.677649
BBS4	2.66409	2.911078	2.801267	2.710255	2.525817	2.426898	2.882352	2.655237	2.672523	3.004765	2.982959	2.936906	2.663356	2.761754	2.909351	2.872691	2.717653	3.233164	2.891328	3.35002	2.809438	2.86293	2.883609	2.703877	3.033554	3.127836	3.035199	2.927301	2.63643	2.540955	2.65714	2.899088	2.772136	3.023817	3.260133	2.668489	2.967791	3.432023	2.674807	3.10365	2.990148	3.10866	2.546737	3.073178	2.35527	2.95876	3.190343	2.742238	2.66032	2.740665
TMEM97	6.662326	5.345845	6.019399	5.988299	4.98708	5.583296	6.027757	4.810182	4.945372	5.94417	5.934654	6.369841	5.583778	4.637689	5.825851	6.506307	5.629626	6.7394	5.868083	5.780813	5.93963	6.334057	5.77537	6.164162	5.326075	7.947682	5.145355	5.636905	5.882444	5.188731	6.193971	6.226542	5.608128	5.790024	5.526673	5.24236	5.841927	5.72969	5.637209	5.618713	5.983914	5.575834	4.989764	5.020052	6.063557	5.540653	5.319594	5.540338	5.964249	5.517803
CSTF2	3.128393	2.852762	3.038499	2.718329	3.056519	2.426932	3.077233	2.817455	2.835847	3.058106	3.511753	3.273352	2.754782	3.110988	2.968572	3.0516	2.746306	3.06903	2.851161	3.080528	2.927896	2.778382	2.965905	2.875662	3.314071	2.812513	3.331044	3.028319	3.017842	2.657816	2.812559	2.697817	2.822126	2.784267	3.266706	2.752767	2.757888	3.03716	2.826186	2.81249	3.137494	3.360931	2.673658	3.011252	2.732885	2.869241	3.19564	2.761616	3.003509	2.700111
PARP12	3.784664	4.067631	3.891178	3.629561	4.145594	3.685011	4.27634	4.034224	3.591226	4.817558	5.062658	3.901823	3.663651	4.110649	4.092912	3.968005	4.835912	3.718712	3.90887	4.162112	4.246938	4.207533	5.467096	3.606266	6.329367	3.390967	4.467063	3.939116	3.910689	4.028035	3.908059	3.700906	3.744168	3.577875	5.777152	3.353855	3.611388	4.436017	4.075503	3.659014	4.461045	4.665193	3.933514	4.777616	3.540082	3.622683	5.70253	3.91299	3.589847	3.92603
GMPR2	4.054715	3.901309	4.609077	4.495608	4.185094	3.864883	4.6156	4.206362	4.382228	4.782369	4.835452	4.678357	4.692169	4.605574	4.624866	4.507054	4.293478	4.377131	4.449664	4.919293	4.633963	4.340178	4.887311	4.16818	5.134261	4.413767	4.84729	4.502429	4.494332	4.560402	4.379609	4.587142	4.308215	4.799076	4.819344	4.192142	4.581842	4.907129	4.686456	4.675288	4.621994	4.888522	4.142089	4.796002	4.579961	4.406086	5.054072	4.432022	4.415563	4.435182
CABYR	1.747109	1.693977	1.691807	1.672665	1.809624	1.700717	1.696885	1.784786	1.678531	1.674627	1.822232	1.698643	1.82669	1.69761	1.724598	1.704674	1.677094	1.667903	1.760077	1.972985	1.763462	1.718759	1.727279	1.742396	1.98749	1.699305	1.739	1.70131	1.682184	1.890779	1.820017	1.695856	1.695324	1.677301	1.680981	1.679285	1.68934	1.748394	1.686033	1.698051	1.685703	1.796602	1.705068	1.934585	1.744425	1.746716	2.087957	1.709522	1.681044	1.66786
METTL5	3.783973	3.872621	3.682775	3.853466	3.619307	3.404551	3.824368	3.812079	4.035165	3.781672	4.233773	3.665053	3.985038	3.648991	3.587665	4.043269	3.704377	3.615895	3.630321	3.979331	4.067332	3.848815	3.854329	3.699394	4.156981	3.879812	4.090969	3.582333	3.76538	4.043947	3.716285	3.91027	3.688569	3.931774	3.800112	3.639174	3.947443	3.973424	3.86013	3.812924	3.851257	3.972613	3.532089	3.778372	3.495396	3.402834	4.054596	3.719508	3.782142	3.868084
PARP1	4.686193	4.184288	4.24262	3.9432	5.367534	3.490915	4.53307	4.937296	4.191633	4.312037	4.889914	4.610717	4.408873	4.656176	4.727162	4.722494	4.796809	4.337019	4.532658	4.504507	4.440657	4.211377	4.521944	4.584663	4.638797	4.082289	4.681833	4.455849	4.344874	4.094668	4.305135	4.099789	4.101694	3.914479	4.857303	5.057448	4.047499	4.6615	4.525446	4.227527	4.614272	4.685092	4.566539	4.830956	4.389992	4.266381	4.888663	3.798875	4.26504	4.581917
GMEB2	4.020323	3.433509	3.10773	3.264269	3.541423	3.165103	3.426666	3.543949	3.334359	3.781121	3.859128	3.654793	3.543586	3.273465	3.597104	3.397722	3.59575	3.597313	3.307762	3.574814	3.587726	3.3428	3.304803	3.241784	3.691547	3.478473	3.768907	3.375826	3.306262	3.470665	3.583901	3.417081	3.601587	3.393307	3.454118	3.413702	3.534775	3.458468	3.671684	3.298495	3.262488	3.69711	3.554233	3.494836	3.613852	3.346091	3.477922	3.217704	3.495581	3.267101
TCEA1	5.849681	6.048864	6.145457	5.790999	5.792594	5.275135	6.16342	5.958959	5.939924	6.006407	6.732142	6.135975	5.761556	5.893147	5.902241	6.1303	5.842017	5.896421	5.790679	5.9033	6.095601	5.789069	6.076421	5.957996	5.914112	5.72213	5.926847	5.893018	5.965372	5.309449	5.873595	5.896252	5.579447	5.919718	5.937335	5.748913	6.203867	5.877361	6.042448	5.815629	5.91003	5.800742	5.563029	5.756514	5.561084	5.648562	5.995373	5.576985	5.946731	5.842718
ACADS	7.03749	7.026386	6.672701	6.651443	6.221258	7.193465	6.782549	6.852008	6.225345	6.400876	6.680001	6.432893	6.768852	6.731662	6.432292	6.975182	6.954077	7.044055	6.663452	6.241542	6.24029	7.006889	6.897282	6.372413	6.141675	6.955505	6.114859	7.162846	7.325429	7.695819	7.010853	6.844	7.31409	6.635379	6.591678	6.979961	7.12585	6.688348	6.558876	6.498391	7.194298	5.741564	7.054247	6.552898	7.694778	7.120014	5.89527	6.161687	6.344707	6.918497
TOPBP1	3.467263	3.52506	3.466242	3.067359	3.690363	2.725192	3.579223	3.222757	3.332752	3.339613	3.722998	3.890446	3.317772	3.403471	3.690681	3.553108	3.553904	3.523487	3.413142	3.833577	3.349073	3.293873	3.374536	3.240421	3.9426	3.358877	3.823412	3.501099	3.253014	2.836061	3.376139	3.283959	3.126683	3.356006	3.773312	3.239614	3.421459	3.878288	3.252838	3.461995	3.713149	4.038093	3.107013	3.631813	2.803352	3.462909	4.053185	3.171439	3.138323	3.202205
MTMR11	2.48257	2.363668	2.325218	2.284543	3.084257	2.250312	2.324603	2.635019	2.247175	2.734926	2.941084	2.927461	2.657332	2.212201	2.417722	2.846673	2.354004	2.478527	2.500715	3.075949	3.227855	2.729717	2.370176	2.412894	3.257754	2.252259	3.463598	2.221461	2.131502	2.582941	2.706857	2.358607	2.309709	2.276464	2.445564	2.850772	2.344892	2.477356	2.652475	2.410925	2.228819	2.661166	2.297355	2.365172	2.251913	2.661317	2.456352	2.380113	2.199066	2.251632
ETV4	2.212066	2.140802	2.193277	2.03124	1.975857	2.20082	2.089368	1.9615	2.07454	2.259443	2.198654	2.072203	2.160011	2.100119	2.086809	1.964873	2.046852	1.967532	1.950828	2.299293	2.917657	2.366685	2.089441	2.187993	3.561629	2.064298	2.99852	1.959084	2.048431	2.283863	2.060543	2.0032	1.901717	2.074045	2.579837	2.313515	1.876013	2.321684	2.081685	2.104481	2.156478	2.312434	2.057573	2.237546	2.063543	2.247995	2.458859	2.041468	1.946842	2.03918
XRCC3	1.8474	1.821593	1.784522	1.795512	1.720338	1.628297	1.75721	1.766954	1.755903	1.897271	1.953699	1.880064	1.828431	1.698963	1.749486	1.764481	1.827324	1.816764	1.781631	1.94661	1.91551	1.924648	1.853125	1.672752	1.962886	1.79717	1.849153	1.929194	1.783329	1.839536	1.82353	1.833657	1.777413	1.696204	1.783869	1.708506	1.689502	1.788907	1.716491	1.832192	1.8554	2.006794	1.686087	1.849591	1.788435	1.869998	1.983428	1.832419	1.682846	1.730844
TOR3A	4.229639	3.934355	4.029116	4.267776	3.081332	3.420388	3.756344	2.979331	2.901386	3.834647	4.316937	3.806242	3.549433	3.600235	3.977847	4.378774	3.418714	4.252557	2.748995	4.230457	3.715666	3.406198	4.074298	3.182074	4.306935	4.62456	4.353173	4.526978	3.887442	3.850128	3.141918	3.572078	3.677475	3.686836	4.066517	3.105156	3.848539	3.78815	4.416398	3.926864	4.668946	4.510125	2.947765	3.43034	4.300336	4.364298	3.852843	4.009472	3.722098	3.197139
TACSTD2	3.683685	2.589118	3.449633	2.882659	2.838908	2.710728	2.703566	2.87985	2.600254	3.725664	2.715608	3.21234	3.785932	2.775462	2.521519	2.616362	3.640188	2.3254	3.538318	3.348575	5.089386	4.224053	3.176208	3.398793	4.299406	2.781926	5.694346	2.189027	2.351612	2.987944	3.320621	2.090116	2.693109	2.48289	3.140963	5.142843	2.664623	3.138396	3.135814	2.788415	2.742674	3.449846	3.716827	3.404579	2.777146	3.502127	3.05903	2.375472	2.552326	2.546983
AQP8	1.77284	1.736093	1.736069	1.668246	1.735207	1.65631	1.698484	1.771305	1.692035	1.72435	1.695303	1.65631	1.65631	1.718473	1.683022	1.871612	3.190528	1.750194	1.802472	1.84536	1.824462	1.696375	1.917012	1.702847	1.65631	1.695803	1.723654	1.906274	1.790433	1.923325	1.95961	1.666704	1.65631	1.667501	1.676863	1.668879	1.675868	1.771749	1.65631	1.667368	1.745112	1.736443	1.695377	1.65631	1.918515	2.044224	1.765554	1.669045	1.687086	2.027457
BMP4	2.161559	2.464189	2.623308	2.714681	2.313282	2.320247	2.613069	2.227956	2.862099	2.728473	3.457064	2.627652	2.15959	2.368856	2.513251	2.454365	2.231666	2.749864	2.248261	3.103315	2.496575	2.178593	2.5012	2.40872	2.46778	2.904696	2.909913	2.72758	2.877639	2.318044	2.327749	2.647057	2.215397	3.018979	2.661459	2.413952	2.159785	2.797018	3.083268	2.802236	2.824591	3.034864	2.090181	2.672428	2.193313	2.68826	2.534253	2.700761	2.726602	2.355307
VDAC1	6.102327	5.848852	5.955202	6.031073	5.790155	5.543772	5.947579	5.924087	5.833055	6.171351	6.526856	6.052811	6.169604	5.6659	5.615125	6.194084	5.951547	5.630587	5.896064	5.92677	6.359061	5.995411	5.878715	5.993314	6.318861	5.703087	6.025338	5.699444	5.465161	5.661537	5.978786	5.77807	5.805296	5.74175	6.196313	5.988653	5.818807	5.97687	5.787769	5.63051	5.857559	6.03402	5.677156	5.887966	6.121316	5.939471	6.126224	5.805057	5.722534	5.664258
INPPL1	3.752351	3.861852	3.458	3.458416	3.617904	3.026048	3.811141	3.273138	3.411732	4.030699	4.073111	3.895634	3.765539	3.701422	3.970219	3.679352	3.637926	3.911099	3.554514	4.050509	3.522625	3.45671	3.868993	3.196992	4.183334	3.629439	4.094176	3.985653	3.773547	3.583013	3.62439	3.702628	3.640235	3.469268	3.926365	3.475641	3.628996	4.039847	3.632507	3.791227	3.793954	4.278008	3.338282	4.105945	3.863847	3.975441	4.145118	3.553454	3.425041	3.671812
ADK	5.756625	6.2027	6.291879	6.23853	5.950582	5.733735	6.306046	6.203724	6.119347	5.499809	5.845925	5.462452	6.077489	5.876469	5.50783	5.990595	5.971969	5.591005	6.299782	5.788453	5.395166	5.928791	6.271293	5.48373	5.661558	6.252449	5.417469	6.320029	6.31702	5.559718	5.855746	6.039847	6.21986	5.870958	6.481351	6.011289	6.269034	6.266783	5.319767	6.181651	6.164113	5.150658	6.003015	5.783998	5.741221	5.690277	6.315041	5.593473	5.936058	6.104509
IGHM	3.582277	5.528913	4.123453	5.738906	4.478268	4.36221	6.505123	5.704071	6.476829	4.989267	6.674229	4.65095	4.750406	6.178993	6.488573	4.958031	5.628817	4.762524	4.113435	6.574729	4.657197	3.790131	5.533177	4.8099	7.200319	5.610972	5.988804	5.902774	4.486427	5.346207	5.230403	4.975383	4.670863	5.054333	5.639598	6.701721	5.166207	5.069471	5.458504	5.414975	4.343011	6.482013	3.175853	7.681932	6.168421	6.200126	6.646985	4.783353	5.582929	4.422058
DTNA	1.883507	1.915463	1.949864	1.993455	1.924744	1.830436	2.038062	1.84596	1.961849	2.038946	1.866775	2.14892	2.079938	1.864419	1.884384	2.066567	1.919146	1.881692	1.946993	2.57536	2.504616	1.967704	2.156238	1.997201	2.792239	1.947871	3.106949	1.919564	1.828776	1.970118	1.910544	1.830451	1.825219	1.835875	2.295567	2.06335	1.848248	2.210903	1.887321	1.923868	1.903951	2.350501	1.896838	2.143372	1.896593	2.273088	2.686191	1.932161	1.877377	1.898981
F11	7.13288	7.036988	7.393069	6.646926	6.973068	6.105556	7.387963	6.745817	7.085143	6.484051	6.729688	6.882988	6.432406	8.167441	7.677842	7.046187	7.377817	7.519045	7.140218	6.984179	6.763998	6.59451	7.067948	6.295553	6.686329	6.93743	6.66105	7.454181	7.448019	6.562012	7.005203	7.339662	7.609515	7.567835	6.362041	6.532548	7.42499	7.069632	6.988353	7.188269	7.031623	6.270208	6.895706	6.949736	6.348663	6.712234	7.116965	6.629662	6.75377	7.327624
KIFC1	2.095769	2.136609	2.057074	2.071777	2.050989	1.94126	2.003871	1.948938	2.407094	2.110282	2.1131	2.038085	2.052942	2.014095	2.092759	2.046375	2.007322	2.002954	2.11319	2.168814	1.963318	2.166636	2.031432	2.08953	2.553477	2.149092	2.176744	2.08537	1.99758	2.018009	2.030754	2.02148	1.958677	2.013243	2.241786	2.03246	2.10467	2.212919	2.000675	2.186778	2.265758	2.216709	1.95904	2.113245	2.033124	2.050727	2.540355	2.317643	1.90886	2.06734
ARHGEF2	3.018195	3.042586	2.830529	2.801399	3.063176	2.4041	2.893073	2.699102	2.848269	3.237463	3.884741	3.14846	2.860362	2.991811	3.094955	2.899407	2.856634	2.979102	2.56459	3.366269	3.07492	2.995221	3.141068	2.978753	2.982568	2.696128	3.310097	2.931554	2.767576	2.937224	2.802385	2.659508	2.413625	2.856978	3.068659	2.86085	2.766985	2.940595	2.94841	2.819676	2.958258	3.985098	2.534468	3.155003	2.765369	2.88259	3.184518	2.891485	2.824002	2.775337
LIPG	4.137381	4.343853	5.478999	5.035124	4.436511	4.765729	5.148292	4.205817	4.558319	3.589568	4.702264	3.911397	4.5713	5.351966	6.2336	5.23428	5.365042	5.94726	4.136088	5.054207	4.067381	4.251041	5.735062	5.290702	4.614131	5.420507	4.101662	6.188862	5.659509	4.170029	5.808488	4.193151	4.952844	4.641637	5.727135	4.06846	4.353973	4.596519	3.483289	4.677256	5.230612	3.841603	4.292158	5.336302	4.356802	4.997386	5.719506	5.238495	4.891448	5.030661
COMMD9	3.82937	3.892864	3.968662	3.929091	3.558681	3.954571	3.910392	3.546542	3.907788	3.949725	4.241007	3.733337	4.141398	3.803185	3.728521	3.858211	3.640716	3.68935	3.83485	4.029175	3.845228	3.97183	4.147485	3.598865	4.121794	3.841394	4.114416	4.016554	3.82894	3.952318	3.944101	3.781819	3.904699	3.606523	4.048856	3.606252	3.9788	3.91392	3.750286	3.812018	3.974132	4.222372	3.567569	3.93743	4.173682	3.965715	4.086219	3.864226	3.755074	3.766893
