id	TCGA-BD-A3EP-11A	TCGA-G3-A3CH-11A	TCGA-BC-A10X-11A	TCGA-DD-A1EH-11A	TCGA-DD-A11A-11A	TCGA-DD-A3A6-11A	TCGA-DD-A1EB-11A	TCGA-BC-A110-11A	TCGA-BC-A216-11A	TCGA-FV-A3R2-11A	TCGA-DD-A3A4-11A	TCGA-BC-A10Y-11A	TCGA-BC-A10W-11A	TCGA-DD-A119-11A	TCGA-DD-A1EC-11A	TCGA-DD-A1EJ-11A	TCGA-BC-A10R-11A	TCGA-FV-A3I1-11A	TCGA-BC-A10Q-11A	TCGA-FV-A23B-11A	TCGA-BC-A10Z-11A	TCGA-DD-A1EG-11A	TCGA-DD-A11D-11A	TCGA-BC-A10T-11A	TCGA-ES-A2HT-11A	TCGA-EP-A3RK-11A	TCGA-FV-A2QR-11A	TCGA-DD-A11C-11A	TCGA-DD-A39W-11A	TCGA-DD-A3A1-11A	TCGA-DD-A113-11A	TCGA-DD-A39X-11A	TCGA-DD-A3A5-11A	TCGA-DD-A3A2-11A	TCGA-EP-A12J-11A	TCGA-BC-A10U-11A	TCGA-DD-A118-11A	TCGA-DD-A1EL-11A	TCGA-DD-A3A3-11A	TCGA-DD-A116-11A	TCGA-DD-A1EI-11A	TCGA-BD-A2L6-11A	TCGA-FV-A3I0-11A	TCGA-DD-A1EE-11A	TCGA-DD-A3A8-11A	TCGA-DD-A11B-11A	TCGA-DD-A114-11A	TCGA-DD-A39Z-11A	TCGA-EP-A26S-11A	TCGA-DD-A39V-11A
WRNIP1	3.066956	2.837469	2.816249	2.871794	3.066785	2.770612	3.060782	2.862444	2.911007	3.161388	3.448067	3.117745	2.938066	2.893057	2.951075	3.012713	2.940744	2.854945	2.976431	3.063293	3.102323	2.822309	2.784543	2.924975	3.128635	2.896042	3.128955	2.928165	2.954652	2.651978	3.001855	3.012927	2.951105	2.917818	2.86704	2.950753	2.86623	3.026823	2.920207	2.792806	2.830147	3.119431	2.717035	2.932502	2.847585	2.888669	3.045566	2.917027	2.791104	2.790752
MRPL33	5.2508	5.23564	5.44625	5.163141	5.173118	4.439055	5.185424	5.265948	5.238584	5.607649	5.952567	5.501024	5.162225	5.01132	5.329563	5.744242	5.371313	5.213011	5.287146	5.536825	5.914569	5.490107	5.352373	5.43848	5.499751	5.248595	5.693114	5.096936	5.441694	5.998576	4.845729	5.594519	5.324203	5.839128	5.145278	5.487791	5.926153	5.528443	5.919612	5.640677	5.213794	5.4021	5.090485	5.107018	5.231169	5.144888	5.069922	4.754951	5.589589	5.397834
GCKR	6.401398	6.516167	6.544557	6.23705	6.211081	5.512201	6.605794	7.268173	5.937081	6.299087	6.536576	6.226625	6.27975	6.210453	6.098442	6.460439	6.841031	7.117663	6.768852	6.716123	6.658236	6.219694	6.912124	5.724984	6.148839	6.297414	5.810698	6.992454	6.6854	6.563773	6.633151	5.893386	6.739294	6.598801	5.820198	6.674174	6.5121	6.356157	6.327841	6.374905	6.539437	5.511574	6.508303	6.455348	6.651467	6.425281	5.869575	6.074062	6.21481	6.259738
VRK1	2.587662	2.719526	2.826948	2.579895	2.59244	2.574331	2.639626	2.630016	2.760783	2.704127	2.848283	2.859496	2.673156	2.480052	2.775564	2.851627	2.379043	2.538641	2.475423	2.899148	2.808516	2.835736	2.48178	2.435711	3.168478	2.466925	2.990725	2.530309	2.511412	2.711081	2.443487	2.346466	2.45323	2.526695	2.814479	2.314721	2.498912	2.550163	2.887758	2.560017	2.591783	3.188013	2.134153	2.587937	2.208859	2.581725	3.116602	2.504927	2.482129	2.431902
PSMB3	7.281724	7.369045	7.034942	7.357391	7.194976	7.795564	7.226977	7.540926	7.246762	7.486862	7.906212	7.396089	7.633694	7.005755	6.873861	7.293923	7.090948	6.960211	7.425852	7.45927	7.573498	7.626672	7.406686	7.165391	7.844499	7.270626	7.491665	7.283602	7.287563	8.449481	7.418461	7.509686	7.441037	7.255862	7.39095	7.11193	7.422075	7.471098	7.505761	7.208768	7.385329	7.360872	7.151262	7.174034	7.486758	7.230643	7.491463	7.621397	7.071572	7.549248
IARS	5.595515	5.105587	5.177574	4.806994	5.434134	4.093255	5.350834	5.044037	5.099148	4.974809	6.064707	5.291798	4.896771	5.415382	5.395189	5.62551	5.112726	4.913418	5.227207	5.534484	5.57682	4.821519	5.485841	4.969969	5.555297	4.925588	5.287613	5.459558	5.153146	4.580632	5.157743	4.719205	4.653839	4.695967	5.529455	5.238795	5.072779	5.438839	4.53355	5.116796	5.628808	5.360159	4.888322	5.42369	4.592046	5.228676	5.723383	4.712151	4.831784	5.066223
SMARCA4	3.432694	3.168108	3.127672	3.016966	3.383069	2.831698	3.220503	3.222176	3.115635	3.303104	3.786073	3.365233	3.388323	3.410706	3.322804	3.215507	3.250148	3.096276	3.211405	3.333562	3.564088	3.130432	3.475831	3.116201	3.619744	2.954225	3.721727	3.210907	3.096836	3.277966	3.274343	2.768794	3.069318	2.801764	3.696781	3.402225	2.937549	3.26166	3.15837	3.002756	3.520109	3.46703	3.149947	3.488704	3.229691	3.400059	3.545438	3.037869	2.864184	3.119057
RPS27A	8.467066	8.298357	8.293455	8.637079	8.441093	8.659803	8.20053	8.433633	8.331865	8.966511	9.26606	8.735922	8.769894	8.084083	8.529871	8.769985	8.444942	8.379847	8.40554	8.887158	8.872312	8.56452	8.545161	8.612441	8.816685	8.509552	9.075297	8.188989	8.511542	9.430736	8.058297	8.695632	8.451341	8.85481	8.46822	8.767806	8.650286	8.617982	9.185215	8.68067	8.389668	9.222036	8.229828	8.417404	8.189412	8.441719	8.488727	8.490257	8.741081	8.596345
SAP30L	3.687961	3.25881	3.005101	3.134105	3.371335	2.920155	3.155689	2.825584	3.145357	3.614193	3.854449	4.071605	3.062447	3.125189	3.825729	3.082278	3.409196	3.875145	3.002092	3.372988	3.179517	2.979524	3.153736	3.2514	3.342176	3.350609	3.246234	3.385591	3.55222	3.071385	3.053278	3.456868	3.229675	3.683462	3.333538	3.107447	3.492928	3.439393	3.196841	3.26624	3.397787	3.390739	2.971366	3.673489	3.165721	3.73849	3.436489	3.018832	3.615079	3.088102
GNG4	2.233798	2.215764	2.211786	2.215242	2.21768	2.24033	2.214884	2.234927	2.705388	2.219868	2.215598	2.226888	2.260038	2.300584	2.371631	2.227599	2.221353	2.223865	2.228127	2.211786	2.21554	2.219611	2.235949	2.216351	2.342987	2.211786	2.285574	2.211786	2.224419	2.282713	2.220587	2.220787	2.211786	2.250066	2.217755	2.226278	2.223115	2.267287	2.216793	2.240276	2.211786	2.222035	2.223208	2.217504	2.224618	2.235141	2.234805	2.248143	2.214784	2.211786
DEAF1	2.891141	2.887525	2.635782	2.809763	2.519105	2.674839	2.962267	2.740426	2.518562	3.156758	3.443272	2.721088	2.893626	2.530022	2.772121	2.796448	2.579428	2.842136	2.572044	3.01041	3.061693	2.714769	2.814368	2.350045	3.009849	2.845852	3.212203	2.730817	2.84355	3.183916	2.821299	2.835217	2.777824	2.811396	2.869441	2.516321	2.678202	2.947324	2.858451	2.77206	2.941325	3.116229	2.680143	2.766916	2.963819	2.918987	2.981337	2.846855	2.747956	2.716142
IDH3B	5.380613	5.454754	5.408552	5.288816	5.236318	5.041975	5.567061	5.547498	5.064282	5.531468	6.006083	5.563576	5.64455	5.030486	5.202202	5.600833	5.517798	5.381203	5.457418	5.71788	5.523449	5.656481	5.627797	4.999703	5.728394	5.403929	5.731934	5.399724	5.650679	5.93426	5.128171	5.386918	5.438307	5.555755	5.696928	5.470401	5.29721	5.623042	5.55182	5.477755	5.664744	5.402874	5.318462	5.49899	5.693463	5.429638	5.62402	5.21469	5.326603	5.471124
DEDD	3.605459	3.578442	3.660058	3.591188	3.590715	3.198674	3.449094	3.940985	3.46398	3.856167	4.063834	3.696482	3.771621	3.583075	3.634111	3.660068	3.855167	3.496579	3.660118	3.658581	4.196508	3.776989	3.945585	3.847644	4.085634	3.343545	3.897157	3.540784	3.354159	3.635022	3.784844	3.459746	3.409911	3.597915	3.812335	3.82178	3.755043	3.556481	3.909718	3.507128	3.570957	3.886598	3.608777	3.690314	3.510278	3.434039	3.890104	3.499355	3.396605	3.50929
PPA1	6.405916	6.238214	6.341717	6.512195	7.126264	5.79759	6.678129	7.579035	6.816823	6.624632	7.719352	6.349113	7.171023	6.88196	6.096981	7.282148	7.110852	6.027139	6.692885	7.039167	7.401283	6.571656	7.090334	6.64916	8.043214	6.06405	7.040601	6.127399	6.186249	6.666091	6.627559	6.41279	6.501498	6.270551	6.800546	7.001096	6.831378	6.686883	6.839996	6.452843	6.451757	6.981023	6.784109	6.3981	6.034302	6.328509	7.148709	6.163341	6.419498	6.957294
HMBS	3.37089	3.656604	3.473293	3.559507	3.59791	3.664209	3.30662	3.348491	3.372733	4.040403	4.603546	3.490493	3.571042	3.36408	3.153251	3.668597	3.452572	3.313638	3.386103	3.412321	3.682347	3.387277	3.700082	3.251671	3.898039	3.403674	3.612124	3.577925	3.597605	4.050911	3.459888	3.415882	3.329739	3.55682	3.91694	3.36356	3.699951	3.720152	3.616962	3.261318	3.871082	3.576042	3.23099	3.386372	3.666936	3.269458	3.87503	3.249122	3.762032	3.600157
OPLAH	4.721025	4.683285	4.141162	4.268307	4.310876	4.052399	5.05955	4.885794	3.811149	5.38364	5.447792	4.964473	4.214509	4.349648	4.503152	4.486326	4.484695	4.890815	4.800169	4.502431	4.761348	4.354449	4.527872	4.178993	3.793247	4.762477	4.678509	4.832908	5.033015	4.226568	4.544595	4.36226	4.952971	4.68463	4.626242	4.400079	4.395001	4.703313	5.019339	4.764335	4.664778	3.963081	5.040797	4.693389	5.339278	5.054628	3.824863	3.843337	4.833723	4.331782
TMEM38B	3.049645	3.407867	3.131182	3.160948	3.512563	2.895499	3.415735	3.57737	3.238869	2.761915	2.948036	3.338954	3.358255	3.540986	3.254443	3.32799	2.814822	2.957758	2.383645	3.035837	3.21375	3.078892	3.015649	3.167266	3.194177	3.099476	3.063127	3.205107	3.136932	3.190902	3.176704	3.46873	3.057757	3.071325	2.985688	2.887008	3.781258	3.367813	3.211493	3.196682	3.109331	3.148744	2.717475	2.951209	2.452574	3.198336	4.128449	2.990811	3.158426	3.404182
PCGF1	3.342097	3.498366	3.551947	3.628109	3.320292	3.724108	3.54752	3.416416	3.622023	3.972548	4.010873	3.664994	3.530728	3.226314	3.527227	3.519559	3.340859	3.703073	3.267924	3.710621	3.920077	3.512253	3.626078	3.430293	3.951978	3.756686	3.692191	3.505761	3.390781	3.691805	3.450657	3.660835	3.506329	3.819099	3.540031	3.263784	3.371845	3.448009	3.75979	3.664128	3.41511	3.719323	3.480712	3.582511	3.482335	3.352165	3.489347	3.712845	3.472038	3.353753
FBXW4	3.633704	3.94515	3.541776	3.441078	3.33568	3.768139	3.859313	3.759535	3.458519	4.052688	4.371241	3.840881	3.631	3.690074	3.781591	3.512486	3.581188	3.86787	3.772716	3.847561	3.903541	3.85214	3.998757	3.362095	4.166542	3.736971	3.952075	3.845237	3.949076	4.182148	3.726729	3.836496	3.733923	3.959055	4.014377	3.409825	3.209824	3.60568	3.776185	3.625095	3.828041	3.814322	3.689096	3.922824	4.143528	3.912344	4.11961	3.444622	3.426919	3.855719
AATF	4.252383	4.084246	4.155665	4.135716	4.246173	3.970527	4.090791	4.312884	4.09682	4.632506	5.11467	4.433371	4.340562	4.245793	4.195416	4.389541	4.171095	4.129147	3.988746	4.334536	4.746026	4.159798	4.253622	4.032971	4.501944	3.918493	4.654136	3.907246	4.097627	4.50948	3.9799	4.185173	4.208456	4.129512	4.347061	4.115013	3.945338	4.10521	4.590946	3.964236	4.079573	4.452112	4.130447	4.211562	4.386125	3.979778	4.20687	4.006459	3.938318	4.018257
ADRA1B	3.118532	3.057121	2.990098	2.99836	3.393683	2.96457	3.525183	3.091186	2.893183	2.923247	4.076826	3.078545	2.768909	3.306106	3.394214	3.20665	2.910081	3.674852	2.92196	3.448941	2.583753	2.837894	2.814426	3.095508	2.745896	3.625876	3.561151	3.501908	3.366817	2.539063	2.954722	3.561136	3.407538	3.282459	2.906067	3.215077	2.960285	3.203265	3.039047	2.833361	2.968037	2.925229	3.189576	3.077988	3.533791	3.138907	2.586712	3.099653	2.848406	3.573333
CCNF	2.197912	2.073934	1.991572	2.069968	2.040721	1.942244	2.083963	1.925552	2.175491	2.220415	2.134846	2.126444	2.015104	2.091217	2.139607	2.042702	1.965157	2.068389	2.007811	2.122848	2.000526	1.988174	2.055381	1.990927	2.182742	2.200138	2.053145	2.099638	2.062434	2.105615	2.080679	2.06639	1.966139	2.074767	2.205072	1.939955	2.007036	2.034335	2.029371	2.092094	2.134849	2.125417	1.965784	2.106489	2.000639	2.131385	2.304447	2.127559	2.047228	2.059054
BRMS1	3.888452	3.789198	3.528825	3.818259	3.449652	3.966898	3.617961	3.692659	3.545384	4.318554	4.55293	3.747568	4.193775	3.509608	3.516758	3.967294	3.50902	3.432009	3.660351	4.046945	4.437839	3.950161	3.780838	3.828952	4.447909	3.580819	4.439947	3.465495	3.697806	4.827772	3.51782	3.576665	3.797186	3.590247	3.894968	3.471438	3.516103	3.74504	4.164553	3.51501	3.41867	4.410093	3.533398	3.593704	3.81267	3.471561	3.925023	3.907289	3.655335	3.681545
ZNF232	2.945379	3.060283	3.110696	3.073921	2.832811	2.831423	2.985696	2.728884	2.847197	3.565219	3.593275	3.309357	2.888162	3.065451	3.190134	3.10662	2.763494	3.124595	2.662591	3.15187	3.556548	3.006298	2.998625	3.160296	3.197627	3.267063	3.178606	3.060698	2.90189	2.816472	2.960177	2.982124	3.123107	3.412169	2.877219	2.783437	3.161054	2.964887	3.064284	2.92681	2.826861	3.181803	2.876871	2.952023	2.670681	2.697758	2.882593	3.080157	3.025678	2.909252
FOSB	7.869429	4.040059	6.817199	5.548753	5.15925	6.405914	6.849464	4.695174	5.061139	7.143752	4.13922	8.349668	6.650816	6.018325	7.905223	7.112994	5.384427	5.732059	5.397343	9.016588	7.081047	5.186066	7.960381	4.206865	4.981984	8.30511	9.22105	5.892517	7.71749	6.350296	5.187815	6.155709	7.705658	8.281561	4.654153	6.468421	4.81157	4.627256	6.469052	4.410177	5.913537	8.063641	5.993092	3.556552	6.412794	6.500166	7.178856	5.575168	8.663811	4.912692
ZWINT	1.847765	2.339269	1.806356	2.10453	1.689044	1.633059	1.792236	1.820194	2.428988	1.868132	2.151167	1.895453	2.224585	1.837837	1.838957	2.230099	1.737858	1.857902	2.102208	2.599643	1.730041	2.457648	2.028903	1.627214	3.57911	2.570938	2.520392	2.41187	1.694616	1.818787	1.803243	2.209621	1.832967	1.751474	2.72628	2.030987	2.544739	3.099535	1.711694	3.164706	3.216672	2.152247	1.77485	2.348727	2.190132	2.269778	3.865241	2.568134	1.680188	1.891115
ARHGEF11	2.873645	2.543725	2.218353	2.389582	2.694689	2.041063	2.709237	2.1574	2.367243	2.793551	2.930997	2.860341	2.300094	2.607276	3.014878	2.526607	2.529729	2.8023	2.436158	2.918596	2.362843	2.410434	2.646658	2.267427	2.846916	2.446584	2.850543	2.63668	2.469392	2.052128	2.365257	2.598984	2.552362	2.486136	2.777542	2.270521	2.475554	2.733651	2.506745	2.542808	2.618805	3.080271	2.239696	2.986808	2.491532	2.774898	2.923346	2.53232	2.46433	2.378873
ZFAND3	5.183841	4.935453	4.914521	4.78896	5.016777	4.304429	5.146486	4.884153	4.820824	4.990782	5.488529	4.955968	4.898129	5.076046	5.142291	5.113924	5.271636	5.082608	5.012623	5.103192	5.201447	4.881572	5.103177	4.876786	5.091908	4.662304	5.065366	5.047455	4.938031	4.466409	5.197279	4.882316	4.813419	4.829975	5.203648	4.943121	5.03028	5.007481	4.663072	4.84194	5.152766	4.906875	5.023686	5.130877	4.990493	5.143079	5.09057	4.54568	4.641966	4.760255
KIF3B	4.992306	4.611105	4.784735	4.370219	5.152476	4.215445	4.771004	4.33242	4.490389	4.913641	5.124183	5.300258	4.878235	5.221551	5.672549	4.739383	4.886485	4.971744	4.574124	4.877084	4.821922	4.228494	4.81236	4.651823	5.007917	4.622112	5.111079	4.923316	4.831274	4.77576	4.757972	4.615181	4.777407	4.648942	5.013921	4.856735	4.911449	4.966814	4.569366	4.719212	4.966503	4.841349	4.247719	5.260579	4.08152	5.159321	5.008205	4.409787	4.777128	4.624731
RAD1	3.029354	2.924397	2.954416	2.917777	2.948117	2.66389	2.9588	2.94478	2.863927	2.966563	3.198216	3.075937	2.865117	2.839253	3.027743	2.948856	2.87817	3.011555	2.765413	3.145958	3.218188	2.938816	2.9191	2.950624	3.145643	3.105487	3.143049	2.958643	2.826156	2.765957	3.003051	2.903867	2.754908	2.910383	2.958247	2.821675	2.993488	3.034089	2.84002	2.911799	2.940534	3.173895	2.7408	2.934459	2.672817	2.928718	3.185846	2.831691	2.852506	2.769603
C11orf68	3.83966	4.071405	3.933252	3.962187	3.541982	4.035243	4.092765	3.838571	3.644029	4.616787	4.884548	4.027113	4.196807	3.654607	3.75543	4.032025	3.565016	4.092416	3.867803	4.250877	4.440161	3.921513	4.354673	3.870116	4.411762	4.346998	4.558491	4.130459	4.16122	4.412462	3.633877	4.056095	3.850029	4.019541	4.436414	3.883319	3.686358	4.061788	4.020207	4.061094	3.874333	4.523443	4.063074	4.200841	4.353489	4.08744	4.34853	4.176879	4.142088	3.907988
APIP	3.40908	3.663568	3.478099	3.575789	3.586031	3.602657	3.397293	3.380054	3.574372	3.565048	3.706276	3.480429	3.709536	3.483072	3.148214	3.783239	3.588608	3.266427	3.488283	3.739021	3.718794	3.629113	3.571116	3.174198	3.097876	3.237251	3.917926	3.464664	3.367641	3.310762	3.858924	3.654674	3.421509	3.245138	3.446647	3.386853	3.244456	3.367603	3.424852	3.412929	2.851146	3.886568	3.336592	3.379575	3.379204	3.358422	4.009066	3.837697	3.069371	3.265618
FHL3	3.007068	3.074336	2.563428	2.547193	3.098823	2.284644	2.512576	2.777519	2.257304	3.01653	3.194074	2.854901	3.168785	2.295051	2.522835	2.728291	2.874541	2.467219	2.779074	2.756555	3.442043	2.986585	2.872823	2.962949	2.84592	2.631015	3.471004	2.454778	2.399023	2.845601	2.828709	2.441692	2.558841	2.57815	2.367757	3.071833	2.613404	2.69194	3.162901	2.361708	2.639508	3.299284	2.732222	2.623744	2.530377	2.504888	2.446325	2.489023	2.313594	2.634738
NMB	2.825946	2.672883	2.459097	2.490549	2.494526	2.535525	2.442679	2.778943	2.372538	3.005941	3.154095	2.496241	2.85893	2.500011	2.505337	2.642998	2.511646	2.654677	2.553386	2.709706	2.782103	2.702359	2.731861	2.58025	3.066521	2.647077	2.989848	2.414389	2.717241	2.825966	2.610864	2.490233	2.527758	2.456665	2.716132	2.723534	2.656731	2.590163	2.944321	2.600633	2.569733	2.841804	2.56612	2.763472	2.86619	2.672914	2.658383	2.57782	2.662368	2.378498
TSC22D4	3.259687	3.238766	2.841576	2.982827	3.00865	2.712673	3.21631	2.789572	2.899828	3.510301	3.850716	3.099633	3.240487	3.111051	3.152949	2.799881	2.897609	3.128033	2.546175	3.329626	3.181101	2.879399	3.442437	2.752889	3.616027	2.982917	3.438369	3.174461	3.067785	3.563627	3.228093	2.96554	3.030442	2.946052	3.447912	2.687056	2.953072	3.144226	3.070453	3.111184	3.04034	3.723499	2.669882	3.346744	3.224507	3.29744	3.502418	2.847155	2.969924	3.082788
STIP1	4.018233	4.036767	3.738885	3.931855	4.172818	3.537686	3.79866	3.890856	3.721166	4.049974	4.678438	4.361527	3.985235	3.68685	3.861243	3.972439	3.704401	3.663148	3.512735	4.112083	4.561024	3.599966	4.021302	4.312669	4.352835	3.527197	4.186737	3.815722	3.787932	3.591827	3.959334	3.286087	3.809553	3.491853	3.951705	3.900619	3.506628	3.708483	3.94758	3.286192	4.046023	4.101984	3.733969	3.96897	4.078121	3.702353	4.103806	3.840392	3.769541	4.040339
ALPK3	2.288322	2.223186	2.245912	2.182204	2.41691	2.021265	2.237242	2.462369	2.114603	2.369574	2.821299	2.264693	2.308476	2.18881	2.391795	2.306032	2.274144	2.185328	2.151102	2.357809	2.626001	2.296589	2.147526	2.161088	2.451221	2.080511	2.806477	2.197983	2.251002	2.164573	2.331801	2.131391	2.267129	2.166477	2.189341	2.211843	2.147777	2.315168	2.395726	2.124096	2.283142	2.402579	2.347894	2.322023	2.258992	2.402367	2.195369	2.151939	2.242208	2.199222
MAP3K10	2.569829	2.40884	2.337151	2.514706	2.467263	2.36702	2.533212	2.390128	2.422116	2.840259	2.911269	2.531182	2.700835	2.380349	2.614102	2.641167	2.442739	2.591474	2.370303	2.785468	2.564194	2.314077	2.588624	2.235315	2.782389	2.54802	3.050081	2.438434	2.465635	2.496758	2.467961	2.475493	2.591373	2.595807	2.569963	2.463886	2.320425	2.686395	2.635582	2.409507	2.397611	2.629102	2.280104	2.733383	2.4271	2.551629	2.776382	2.455418	2.259074	2.609276
APEX1	6.827379	6.814252	7.024555	6.817171	6.617502	6.163596	7.221719	6.844298	6.493454	7.127528	7.766076	7.092402	6.880654	6.625776	6.721096	7.101709	6.646302	6.803405	6.964583	7.296126	7.22146	6.979329	7.045952	6.708233	7.22151	6.780507	7.45675	6.747324	6.942583	6.684272	6.463869	7.091414	6.707608	7.137137	7.01181	6.702518	6.858695	7.138756	7.008461	7.06	7.031643	7.105748	6.747033	6.749355	6.997666	6.576895	7.038437	6.560918	6.903912	6.673174
COPA	4.896121	4.844532	4.84641	4.518348	5.200082	4.167413	5.081629	5.086628	4.747105	4.768023	5.081941	5.184889	4.8151	5.118448	5.163548	5.220461	5.156587	4.981172	5.085484	5.174763	4.650267	4.409206	4.969131	4.733399	5.118754	4.672372	5.235762	5.147308	5.082301	3.820316	4.958629	4.736281	4.724955	4.594693	5.150776	5.021116	4.806491	4.960736	4.614154	4.728253	5.068456	5.07499	4.631743	5.082375	4.833737	4.841448	5.107366	4.694664	4.660442	4.699855
YY1AP1	4.555243	4.343864	4.471706	4.16817	4.373078	3.65336	4.510482	5.038934	3.823665	4.552205	4.96661	4.532219	4.230722	4.325468	4.46102	4.319537	4.58058	4.441395	4.394621	4.493458	4.949444	4.409058	4.637372	4.440585	4.566411	4.166214	4.734054	4.52155	4.182683	3.878523	4.388897	4.233667	4.183631	4.225046	4.416307	4.279293	4.407834	4.2042	4.537695	4.259306	4.294853	4.711499	4.524705	4.491127	4.362239	4.175583	4.431051	4.040442	3.999396	4.116741
KBTBD11	4.148814	3.206829	3.735464	3.822968	4.036608	3.343172	3.791083	4.291154	3.12865	3.719798	4.083736	4.175848	2.884187	3.255561	3.776459	3.809729	3.971298	3.939789	4.276387	3.396226	3.500452	3.333078	3.106415	3.984198	3.359282	3.903565	3.6181	3.440474	3.705414	3.188436	3.826998	3.661507	3.636458	3.798969	3.839343	3.854427	3.935434	3.505235	3.528549	3.278987	3.783701	2.951129	3.949531	3.777963	3.542715	3.470062	3.022617	3.3646	3.482976	3.118792
GGA1	3.753308	3.639168	3.403283	3.604865	3.723337	3.490076	3.698672	3.632776	3.38324	4.10139	4.173873	3.878757	3.796721	3.522906	3.733643	3.696751	3.513916	3.780209	3.36481	3.94077	4.128757	3.804502	3.676476	3.399146	4.029878	3.613841	4.077852	3.937302	3.654168	4.053967	3.562461	3.731857	3.814264	3.536895	3.671672	3.379563	3.463783	3.829134	3.873703	3.715553	3.569949	4.236794	3.30971	3.849879	3.780209	3.651426	3.897939	3.748978	3.523213	3.703512
PI3	2.222659	1.705692	1.674098	1.665655	1.83461	1.607939	4.119776	1.762813	2.868363	1.826588	1.671437	1.986119	1.786673	1.607939	1.607939	2.769515	1.712326	1.607939	1.770844	1.859644	1.959998	1.763909	1.769216	1.719392	2.332098	2.014462	1.737152	1.607939	1.661012	2.045278	1.873798	1.65834	1.642931	1.635385	1.795239	1.780356	1.903305	1.630902	1.690595	5.202475	1.681654	1.911856	2.096194	1.655957	1.644176	1.874151	1.813927	1.607939	2.026056	1.931258
RNPS1	4.428089	4.284551	4.32199	4.29583	4.451958	4.313679	4.260322	4.726732	4.163014	4.505862	4.936822	4.496051	4.585597	4.056945	4.201535	4.317609	4.375709	4.081115	4.29789	4.448356	5.066876	4.40937	4.284107	4.498467	4.617485	4.062285	4.843688	4.235553	4.11894	4.402953	4.176582	4.211198	4.293486	4.203548	4.313412	4.444505	4.273096	4.105193	4.632758	3.916077	4.183329	4.774615	4.398471	4.233851	4.259725	4.02699	4.366621	4.249864	3.93836	4.148382
MTMR14	4.437148	4.33514	4.111554	4.105676	4.154976	4.169414	4.514741	4.171562	4.185619	4.880515	5.205219	4.531096	4.259676	4.373282	4.44015	4.431269	4.423006	4.268383	4.361452	4.632237	4.243786	4.414776	4.42269	3.989663	4.788577	4.295085	4.810476	4.195026	4.358148	4.513837	4.098271	4.496614	4.33844	4.353419	4.592881	3.948064	4.208345	4.526214	4.54143	4.340779	4.288799	4.983663	4.03183	4.519908	4.613176	4.162353	4.67302	4.245516	4.315827	4.065333
KCNN2	5.359025	4.635199	7.876845	6.33257	3.783519	5.01971	6.90768	5.147886	6.018359	6.080972	5.61391	5.197071	3.900473	6.381666	5.437758	5.034812	4.769976	6.459996	6.509407	3.71875	4.386804	5.447023	2.841514	5.524283	2.325772	6.149319	3.697878	6.45161	6.368206	4.626283	5.552716	6.624687	6.536652	7.470838	2.092467	6.567375	4.531323	5.976091	4.939154	5.006158	6.010194	5.026613	6.717643	2.363476	6.009981	5.550233	3.036046	3.916772	5.81709	5.751307
